FantasyPlayerKey,PlayerID,Name,Team,Position,AverageDraftPosition,AverageDraftPositionPPR,ByeWeek,LastSeasonFantasyPoints,ProjectedFantasyPoints,AuctionValue,AuctionValuePPR
11056,11056,Antonio Brown,PIT,WR,1.5,1.7,8,277.5,263.4,73,78
14967,14967,Le'Veon Bell,PIT,RB,2.5,3.3,8,98.3,296.4,76,81
16771,16771,Todd Gurley,LA,RB,3.3,5.2,8,211.2,247.2,55,45
16389,16389,Odell Beckham Jr,NYG,WR,5,4.1,8,251.7,243.5,59,58
13291,13291,Julio Jones,ATL,WR,5.6,4.2,11,269.5,241.5,60,69
4807,4807,Adrian Peterson,MIN,RB,7,8.6,6,260,227.9,47,36
16847,16847,David Johnson,ARI,RB,7.8,7.4,9,195.9,253.6,60,60
14986,14986,DeAndre Hopkins,HOU,WR,8.1,6.5,9,248.1,213,46,49
10974,10974,Rob Gronkowski,NE,TE,9.5,10.3,9,206.9,186.1,48,50
11270,11270,Dez Bryant,DAL,WR,11.6,11.2,7,65.5,210.5,43,39
16263,16263,Allen Robinson,JAX,WR,11.8,10.1,5,252.4,186.7,29,25
7969,7969,Jamaal Charles,KC,RB,12.4,14.7,5,90.3,243.2,56,52
16524,16524,Devonta Freeman,ATL,RB,13.4,13.6,11,274.9,231.8,50,58
4556,4556,Jordy Nelson,GB,WR,14.2,15,4,259.1,215.7,45,43
13791,13791,Lamar Miller,HOU,RB,14.4,20.3,9,208.4,219.5,43,39
12845,12845,AJ Green,CIN,WR,14.7,12.8,9,211.5,194.3,36,34
14385,14385,Doug Martin,TB,RB,20.5,28.4,6,224.6,191.9,28,21
15138,15138,Eddie Lacy,GB,RB,20.8,31.2,4,135.9,207.6,36,25
14187,14187,Alshon Jeffery,CHI,WR,21.5,20.2,9,118,196.9,36,37
16765,16765,Amari Cooper,OAK,WR,23.9,25.9,10,158.6,167.6,23,23
13337,13337,Mark Ingram,NO,RB,24.3,25.1,5,172.9,217.7,41,45
11667,11667,Brandon Marshall,NYJ,WR,24.7,23,11,259.4,177.6,27,29
16597,16597,Mike Evans,TB,WR,25.6,22.7,6,153.9,175.4,25,25
17050,17050,Thomas Rawls,SEA,RB,25.8,30.9,5,133.7,201.6,30,21
16003,16003,Sammy Watkins,BUF,WR,26.1,27.4,10,179,196.9,34,31
15076,15076,Keenan Allen,SD,WR,27.2,18.9,11,106.5,162.3,20,30
2699,2699,Matt Forte,NYJ,RB,29.2,33.4,11,192.4,197.8,28,30
8355,8355,Julian Edelman,NE,WR,29.8,23.3,9,125.7,162.3,20,29
11932,11932,LeSean McCoy,BUF,RB,29.9,37.6,10,165.3,213.9,37,33
16867,16867,Jeremy Langford,CHI,RB,31.8,33.4,9,141.6,167.5,19,16
13320,13320,Cam Newton,CAR,QB,32.1,37.3,7,438.5,387.6,45,37
11197,11197,Demaryius Thomas,DEN,WR,32.3,28.7,11,183,167,21,25
13124,13124,DeMarco Murray,TEN,RB,34.1,42.6,13,158.2,159.8,15,13
16550,16550,Kelvin Benjamin,CAR,WR,34.7,34.9,7,172.2,167.7,23,22
2593,2593,Aaron Rodgers,GB,QB,34.9,45,4,339.5,360.9,37,30
16568,16568,Brandin Cooks,NO,WR,39.6,33.2,5,191.1,172.4,24,27
15071,15071,Latavius Murray,OAK,RB,39.8,50.4,10,184.6,168,20,16
14005,14005,TY Hilton,IND,WR,41.1,39.1,10,160.5,186.3,31,30
15100,15100,Jordan Reed,WAS,TE,41.6,37,9,177.2,166.3,30,43
16020,16020,Jarvis Landry,MIA,WR,43.2,26.6,8,179.6,158.6,18,27
15020,15020,CJ Anderson,DEN,RB,44.1,47.7,11,131.1,185.4,25,20
16668,16668,Carlos Hyde,SF,RB,44.3,49.4,8,79.2,176,21,15
13227,13227,Randall Cobb,GB,WR,46.3,41.4,4,146.4,159.9,20,22
12708,12708,Dion Lewis,NE,RB,49.7,44.7,9,94.9,156.3,15,23
5451,5451,Jonathan Stewart,CAR,RB,49.9,56.6,7,165.4,177.1,22,14
4314,4314,Tom Brady,NE,QB,52.7,61.2,9,387.3,255.6,0,1
14918,14918,Tyler Eifert,CIN,TE,53.1,56.9,9,157.2,129.3,16,13
14008,14008,Andrew Luck,IND,QB,53.3,56.9,10,147.5,337.6,23,20
13460,13460,Doug Baldwin,SEA,WR,53.4,52.2,5,215.1,177.1,25,25
1658,1658,Greg Olsen,CAR,TE,53.4,50.4,7,169.5,155,27,31
16112,16112,Jeremy Hill,CIN,RB,55.8,60.1,9,175,173.6,21,13
11611,11611,Golden Tate,DET,WR,57.9,57.5,10,134.6,152.5,16,23
16856,16856,Matt Jones,WAS,RB,57.9,63.2,9,107.5,156.8,1,1
8914,8914,Jeremy Maclin,KC,WR,59.3,49,5,175.7,165.7,22,24
14536,14536,Russell Wilson,SEA,QB,60.4,64.9,5,379,362.9,37,30
3807,3807,Ben Roethlisberger,PIT,QB,61.3,67.7,8,257.1,325.5,18,15
16253,16253,Allen Hurns,JAX,WR,61.3,69,5,181.6,136,9,9
11063,11063,Emmanuel Sanders,DEN,WR,65.9,59.4,11,167.2,159.1,19,21
14478,14478,Michael Floyd,ARI,WR,66.9,74.4,9,136.3,164.3,20,16
16776,16776,Melvin Gordon,SD,RB,66.9,70.2,11,84.9,147.1,12,10
15048,15048,Travis Kelce,KC,TE,68,69,5,132.4,140.3,13,20
16909,16909,Jay Ajayi,MIA,RB,68,74,8,40.2,162.5,18,12
12239,12239,Chris Ivory,JAX,RB,68.1,84.1,5,194.6,129.7,7,6
11256,11256,Ryan Mathews,PHI,RB,70.4,82,4,117.8,150.7,13,11
5571,5571,Larry Fitzgerald,ARI,WR,70.9,71.2,9,193.3,152.6,16,22
7175,7175,Delanie Walker,TEN,TE,73.5,62.9,13,169.5,128.5,15,20
11182,11182,Eric Decker,NYJ,WR,74,66.3,11,194.6,163.9,20,22
15974,15974,Jordan Matthews,PHI,WR,74.6,59.5,4,164.2,152.8,16,20
16797,16797,TJ Yeldon,JAX,RB,75.1,88.2,5,135.1,144.1,12,12
9369,9369,Justin Forsett,BAL,RB,76,76.4,8,103,150.8,13,12
14587,14587,Josh Gordon,CLE,WR,76,67.1,13,34.1,0,6,18
16245,16245,Blake Bortles,JAX,QB,76.7,75.6,5,356.3,297.9,4,3
8066,8066,Darren McFadden,DAL,RB,76.7,95.3,7,175.5,82,2,1
7242,7242,Drew Brees,NO,QB,77.3,79,5,342.8,322.3,15,12
16815,16815,Ameer Abdullah,DET,RB,78.6,83.4,10,103.7,146.1,11,9
14916,14916,Giovani Bernard,CIN,RB,83.7,82.5,9,149,152.8,12,14
2428,2428,Carson Palmer,ARI,QB,85.5,86.2,9,348.5,303.4,6,5
16640,16640,John Brown,ARI,WR,87.2,88.9,9,160.6,153.9,19,15
16775,16775,Devante Parker,MIA,WR,87.3,85.5,8,76,138.8,9,9
16830,16830,Tyler Lockett,SEA,WR,88.7,89,5,115.4,129.6,7,7
5820,5820,Frank Gore,IND,RB,89.7,100.1,10,179.6,175.6,22,18
16915,16915,Karlos Williams,BUF,RB,89.9,90.4,10,127.7,100.4,3,1
4577,4577,Gary Barnidge,CLE,TE,90.6,102,13,178.4,128.7,15,14
16311,16311,Derek Carr,OAK,QB,90.9,98.7,10,305.7,289.3,2,2
11488,11488,Jimmy Graham,SEA,TE,90.9,86.4,5,81.7,132.6,13,14
3943,3943,DeSean Jackson,WAS,WR,94,100.2,9,84.3,143.6,10,9
4358,4358,Steve Smith,BAL,WR,95.2,105.4,8,95.8,128.3,7,9
12317,12317,Danny Woodhead,SD,RB,95.3,67.6,11,183.8,158.5,15,27
16838,16838,Duke Johnson,CLE,RB,95.6,94.6,13,116.4,154.8,13,19
8244,8244,Philip Rivers,SD,QB,96,126.7,11,320.7,297.3,5,4
16768,16768,Kevin White,CHI,WR,96.6,96.5,9,,129.4,7,7
13027,13027,Julius Thomas,JAX,TE,99.6,95.8,5,85.1,100.1,4,4
9331,9331,Michael Crabtree,OAK,WR,100.4,90,10,164.8,146.6,13,19
16232,16232,Donte Moncrief,IND,WR,102.7,103,10,123.2,157,16,18
7580,7580,DeAngelo Williams,PIT,RB,107.9,114.7,8,215.7,91.1,2,1
13997,13997,Coby Fleener,NO,TE,108.4,121.6,5,77.9,140.1,6,10
14856,14856,Zach Ertz,PHI,TE,108.6,94.6,4,107.4,126.2,5,9
16801,16801,Dorial Green-Beckham,TEN,WR,109.8,110.7,13,91.2,106.2,1,1
12841,12841,Andy Dalton,CIN,QB,113.3,114.6,9,275.2,303.6,7,6
8649,8649,Rashad Jennings,NYG,RB,114.2,110.6,8,153.2,163,15,12
16886,16886,Javorius Allen,BAL,RB,114.4,113.8,8,113.5,84,2,1
DEN,49,Denver Broncos,DEN,DEF,115.4,117.2,11,190.5,126.2,2,2
16906,16906,Stefon Diggs,MIN,WR,116,116.1,6,109.7,137.7,9,10
16834,16834,Tevin Coleman,ATL,RB,116.3,120.1,11,45.8,77.8,2,1
4932,4932,Eli Manning,NYG,QB,117.4,121.4,8,324.1,303.1,9,7
13887,13887,Travis Benjamin,SD,WR,120.1,122.6,11,139.5,134,9,7
ARI,1,Arizona Cardinals,ARI,DEF,121.8,129,9,188.2,118.3,0,1
14122,14122,Ladarius Green,PIT,TE,122.2,147.6,8,79.9,120.8,7,7
13870,13870,Marvin Jones,DET,WR,124.1,129.2,10,122.7,133.8,7,10
14252,14252,Kirk Cousins,WAS,QB,124.5,127.6,9,330.7,301.5,5,4
16127,16127,Isaiah Crowell,CLE,RB,125,133.7,13,133.9,137.6,9,6
3867,3867,Tony Romo,DAL,QB,126.1,134.5,7,45.8,293,3,3
SEA,90,Seattle Seahawks,SEA,DEF,127.7,127.9,5,178.1,120.6,1,1
16609,16609,Charles Sims,TB,RB,127.7,113.5,6,145.4,137.4,9,12
14973,14973,Markus Wheaton,PIT,WR,128.3,135.7,8,120.5,121.8,6,6
CAR,5,Carolina Panthers,CAR,DEF,128.5,126.8,7,184.8,130.7,2,2
12296,12296,LeGarrette Blount,NE,RB,129.6,152.5,9,131.4,157.6,13,7
12800,12800,Bilal Powell,NYJ,RB,131.6,129.4,11,99.3,114.5,5,6
KC,55,Kansas City Chiefs,KC,DEF,133.2,148.5,5,191.6,125.1,1,1
7884,7884,Antonio Gates,SD,TE,134,163,11,104.8,119.2,11,10
15215,15215,Tavon Austin,LA,WR,135.5,134.2,8,158.6,118.3,4,4
16146,16146,Martavis Bryant,PIT,WR,135.5,80.8,8,135.5,0,1,1
16307,16307,Charcandrick West,KC,RB,135.6,143.5,5,127.1,74.2,0,0
16763,16763,Marcus Mariota,TEN,QB,135.7,120.7,13,236.7,275.5,0,1
HOU,13,Houston Texans,HOU,DEF,137.3,144.1,9,167.9,121.7,1,1
16787,16787,Breshad Perriman,BAL,WR,140.3,135.2,8,0,99.4,0,1
16608,16608,Austin Seferian-Jenkins,TB,TE,141,124.2,6,65.1,80.8,0,1
12831,12831,Tyrod Taylor,BUF,QB,142.3,150.3,10,305,308.8,10,9
16510,16510,Jerick McKinnon,MIN,RB,143.4,132.1,6,70.3,102.2,4,4
12246,12246,Victor Cruz,NYG,WR,143.5,154.3,8,0,87.7,0,1
6828,6828,Chris Johnson,ARI,RB,145.8,184,9,114.1,74.5,1,0
732,732,Matt Ryan,ATL,QB,147.1,140.2,11,263.7,280.3,0,1
3519,3519,Vincent Jackson,TB,WR,149,143.8,6,83.7,112,3,3
16762,16762,Jameis Winston,TB,QB,149.2,141.7,6,309.9,287.6,2,2
8529,8529,Mike Wallace,BAL,WR,149.6,178.3,8,67.5,104.2,0,1
14046,14046,Ronnie Hillman,DEN,RB,150.2,139.6,11,154.8,73.4,0,0
LA,32,Los Angeles Rams,LA,DEF,151.1,153,8,152.1,122.8,1,1
2982,2982,Stephen Gostkowski,NE,K,151.7,161.2,9,179.2,160,1,1
15126,15126,Theo Riddick,DET,RB,152,119.9,10,111.6,135.2,9,16
12506,12506,James Starks,GB,RB,153.6,163.1,4,139,118,6,5
9038,9038,Matthew Stafford,DET,QB,154.5,157.7,10,326.6,310.8,10,7
NE,21,New England Patriots,NE,DEF,154.8,178.9,9,144.3,105.9,0,1
NYJ,82,New York Jets,NYJ,DEF,155.3,159,11,129.6,112.7,0,1
16898,16898,David Cobb,TEN,RB,158.1,168.1,13,23,36.5,0,0
MIN,67,Minnesota Vikings,MIN,DEF,158.9,165.3,6,156.7,124,1,1
16802,16802,Devin Funchess,CAR,WR,159.9,160.6,7,84.9,83.5,0,1
12722,12722,Kamar Aiken,BAL,WR,160.7,158.2,8,137.9,66.2,0,1
16934,16934,Cameron Artis-Payne,CAR,RB,161.8,185.8,7,33.9,78.1,0,0
13878,13878,Mohamed Sanu,ATL,WR,161.9,166,11,65.9,95.8,0,1
16189,16189,Alfred Blue,HOU,RB,165.4,190.6,9,109,59.4,0,1
14053,14053,Brock Osweiler,HOU,QB,166.8,177.3,9,131.6,274,0,1
CIN,7,Cincinnati Bengals,CIN,DEF,172.3,164.2,9,149.9,102.6,0,1
16451,16451,Eric Ebron,DET,TE,172.5,156.2,10,94.3,100.1,3,3
13799,13799,Ryan Tannehill,MIA,QB,173.1,165.9,8,290.1,275.4,0,1
6198,6198,Darren Sproles,PHI,RB,173.2,160.5,4,106.5,113.6,5,9
16781,16781,Nelson Agholor,PHI,WR,173.6,161.9,4,36.4,80,0,1
13987,13987,Dwayne Allen,IND,TE,175.5,180.3,10,19.2,97,3,2
16790,16790,Phillip Dorsett,IND,WR,177.5,179,10,31.8,104.7,1,2
2262,2262,Tim Hightower,NO,RB,177.6,158.6,5,83.8,91.6,3,2
13957,13957,Kendall Wright,TEN,WR,177.7,170.2,13,68.2,94.1,0,1
12830,12830,Torrey Smith,SF,WR,178.3,193.4,8,104,120.7,5,3
10333,10333,Graham Gano,CAR,K,180.4,188.1,7,169,148.8,1,1
16922,16922,Kenny Bell,TB,WR,182.9,835.1,6,,43.5,1,1
12594,12594,Steven Hauschka,SEA,K,183,199,5,156.7,146.5,1,1
16480,16480,Jeff Janis,GB,WR,183.3,207,4,8.9,57.9,0,0
12415,12415,Zach Miller,CHI,TE,183.5,190,9,83.3,108.3,5,5
611,611,Joe Flacco,BAL,QB,184.3,179.3,8,182.5,282.1,1,1
13788,13788,Rishard Matthews,TEN,WR,188,179.3,13,102.1,87.1,0,1
8283,8283,Ryan Fitzpatrick,,QB,188.2,180.3,,321.4,0,1,1
15102,15102,Chris Thompson,WAS,RB,188.2,206.4,9,64.9,78.4,0,2
15256,15256,Christine Michael,SEA,RB,188.5,202.2,5,29.2,79,1,1
OAK,83,Oakland Raiders,OAK,DEF,188.9,209.8,10,109.3,116.1,0,1
8703,8703,Kyle Orton,,QB,189.3,181.4,,198.5,,1,1
722,722,Jason Witten,DAL,TE,189.3,198.8,7,98.4,118,4,10
6029,6029,Calvin Johnson,,WR,190.5,182.6,,195.4,0,1,1
8358,8358,Brian Hoyer,CHI,QB,191.6,183.7,9,187.8,20.2,1,1
14688,14688,Justin Tucker,BAL,K,192.6,195.4,8,153.3,151,1,1
6302,6302,James Jones,,WR,192.7,184.8,,158.9,,1,1
12109,12109,Ted Ginn,CAR,WR,193.8,186,7,157.7,80.2,0,1
16470,16470,Davante Adams,GB,WR,194.4,197.6,4,63.5,60,0,1
5282,5282,Josh McCown,CLE,QB,195,187.1,13,148.9,39.4,1,1
8972,8972,Jay Cutler,CHI,QB,195.1,193.4,9,255.2,266,0,1
16427,16427,Ka'Deem Carey,CHI,RB,195.1,210.1,9,38.1,49.8,0,1
12982,12982,Blaine Gabbert,SF,QB,196.1,188.2,8,146.2,166.3,0,1
14996,14996,Brandon McManus,DEN,K,196.3,206.7,11,152.1,143.1,1,1
BUF,37,Buffalo Bills,BUF,DEF,197.1,185.5,10,109.3,109.3,0,1
3931,3931,Rashard Mendenhall,,RB,197.2,189.3,,142.1,,1,1
9906,9906,Danny Amendola,NE,WR,197.3,208.4,9,93.9,48.6,0,1
11735,11735,Mike Nugent,CIN,K,198.4,190.5,9,136.4,133,0,1
547,547,Ray Rice,,RB,199.5,191.6,,135.4,,1,1
16920,16920,Jesse James,PIT,TE,199.6,497,8,15.3,60.4,0,1
DAL,48,Dallas Cowboys,DAL,DEF,199.7,39.9,7,83.4,99.2,0,1
10949,10949,CJ Spiller,NO,RB,199.8,184.4,5,53.1,50.9,0,1
14731,14731,Lance Dunbar,DAL,RB,200,170.7,7,31.8,0,0,1
14867,14867,Dustin Hopkins,WAS,K,200.6,192.7,9,133,124,1,1
16644,16644,Chandler Catanzaro,ARI,K,200.9,203.3,9,154.4,142,1,1
11756,11756,Benjamin Watson,BAL,TE,201.7,193.8,8,131.3,44,1,1
16056,16056,James White,NE,RB,201.8,216.7,9,93.1,0,1,0
2950,2950,Steve Johnson,SD,WR,201.8,208.6,11,76.3,88,0,1
13002,13002,Cecil Shorts,HOU,WR,202,246.8,9,76.6,74,0,1
17215,17215,Jason Myers,JAX,K,202.9,195,5,130.7,121.7,1,1
12861,12861,Jordan Cameron,MIA,TE,203.1,202.1,8,63.8,98.6,0,1
17023,17023,Zach Zenner,DET,RB,203.1,219.2,10,8,66.9,0,0
6767,6767,Pierre Garcon,WAS,WR,203.3,191.4,9,128.1,102.7,0,2
16497,16497,Teddy Bridgewater,MIN,QB,203.6,214.6,6,225.9,256.3,0,1
15224,15224,Andre Ellington,ARI,RB,203.6,202.7,9,67.3,60.6,0,0
12751,12751,Charles Clay,BUF,TE,203.8,216.2,10,79.8,95.3,1,2
462,462,BenJarvus Green-Ellis,,RB,204,196.1,,130.5,,1,1
16866,16866,Jamison Crowder,WAS,WR,204,205.7,9,84.1,51.7,1,0
16829,16829,Clive Walford,OAK,TE,204.4,205.6,10,57.4,83.5,0,1
DET,11,Detroit Lions,DET,DEF,204.8,32,10,107.1,116.1,0,1
16141,16141,Willie Snead,NO,WR,205.1,197.2,5,128.9,125.7,7,10
6739,6739,Alex Smith,KC,QB,205.6,208.6,5,305.7,298.9,5,5
13275,13275,Kyle Rudolph,MIN,TE,205.6,207.5,6,89.6,83.6,0,1
13109,13109,Dan Bailey,DAL,K,205.7,209.4,7,140.9,142,1,1
1694,1694,Mason Crosby,GB,K,206,211.9,4,130.7,157.8,1,1
17139,17139,Josh Lambo,SD,K,206.2,198.4,11,128.5,112.7,1,1
11527,11527,Sam Bradford,PHI,QB,207.4,208.9,4,219.7,205,0,1
549,549,Matt Prater,DET,K,207.4,232.5,10,126.2,119.5,1,1
16191,16191,Chris Boswell,PIT,K,208.2,213.3,8,131.9,157.8,1,1
12780,12780,Shane Vereen,NYG,RB,208.2,187.4,8,112.1,104.1,5,7
1269,1269,Dan Carpenter,BUF,K,208.5,199.5,10,122.8,124,0,1
15018,15018,Denard Robinson,JAX,RB,208.5,220.9,5,53,0,1,0
15645,15645,Khiry Robinson,NYJ,RB,208.8,280.6,11,60.3,60.5,0,0
16491,16491,Richard Rodgers,GB,TE,209.4,218.4,4,115.1,82.9,0,1
16164,16164,Travis Coons,CLE,K,209.6,200.6,13,119.5,98,1,1
16567,16567,Brandon Coleman,NO,WR,210,191.5,5,64.7,67.7,0,1
JAX,52,Jacksonville Jaguars,JAX,DEF,210.1,212.3,5,94.7,120.6,1,1
13443,13443,Colin Kaepernick,SF,QB,210.3,208.2,8,124.2,175.3,0,1
11712,11712,Anquan Boldin,,WR,210.7,201.7,,113.7,0,1,1
WAS,97,Washington Redskins,WAS,DEF,211.2,28.6,9,142,120.6,1,1
16083,16083,Crockett Gillmore,BAL,TE,211.8,252.4,8,73.5,51.6,1,0
10092,10092,Connor Barth,NO,K,211.9,202.9,5,112.7,40.6,1,1
6410,6410,Rian Lindell,,K,211.9,202.9,,112.7,,1,1
BAL,36,Baltimore Ravens,BAL,DEF,212,34.3,8,96.9,113.8,0,1
MIA,64,Miami Dolphins,MIA,DEF,212.1,210.1,8,101.4,103.7,0,1
PIT,28,Pittsburgh Steelers,PIT,DEF,212.3,214.1,8,163.4,128.5,2,2
3253,3253,Sebastian Janikowski,OAK,K,212.6,229.1,10,122.8,122.8,1,1
16301,16301,Cairo Santos,KC,K,213.2,218.2,5,154.5,139.7,0,1
14257,14257,Robert Griffin III,CLE,QB,213.5,210.7,13,0,249.6,0,1
GB,12,Green Bay Packers,GB,DEF,213.6,214.9,4,128.5,124,1,1
15088,15088,Terrance Williams,DAL,WR,213.9,217.3,7,115,116.4,4,2
16603,16603,Patrick Murray,,K,214.1,205.1,,111.6,,1,1
3258,3258,Adam Vinatieri,IND,K,215.3,221.9,10,131.9,140.9,1,1
14749,14749,Jermaine Kearse,SEA,WR,215.3,206.2,5,111,102.3,1,1
16831,16831,Jaelen Strong,HOU,WR,216,216.5,9,38.4,77.3,0,1
13723,13723,Nick Foles,LA,QB,216.4,208.5,8,108.3,,1,1
PHI,26,Philadelphia Eagles,PHI,DEF,216.5,219.4,4,139.7,116.1,0,1
16135,16135,Johnny Manziel,,QB,217.5,209.6,,107.1,,1,1
NYG,75,New York Giants,NYG,DEF,217.8,211,8,121.7,110.4,0,1
14877,14877,Caleb Sturgis,PHI,K,218.6,210.7,4,104.8,126.2,0,1
2695,2695,Josh Brown,NYG,K,218.8,216.9,8,157.8,147.6,1,1
14697,14697,Greg Zuerlein,LA,K,219.8,211.9,8,103.7,122.8,1,1
14463,14463,Blair Walsh,MIN,K,219.9,221.5,6,165.7,140.9,0,1
7328,7328,Peyton Manning,,QB,220.9,213,,103,0,1,1
CHI,38,Chicago Bears,CHI,DEF,221.2,41,9,76.6,117.2,0,1
1034,1034,Matt Hasselbeck,,QB,222,214.1,,102.7,,1,1
14242,14242,Rueben Randle,PHI,WR,222.1,221.2,4,143.9,89.1,0,1
16163,16163,Antonio Andrews,TEN,RB,223.1,215.3,13,102.6,,1,1
16236,16236,Cody Parkey,PHI,K,223.6,224,4,18,0,0,1
13902,13902,Trent Richardson,BAL,RB,224.3,216.4,8,102.3,,1,1
15045,15045,Knile Davis,KC,RB,225.1,476.7,5,17.6,0,1,1
8564,8564,Nate Washington,NE,WR,225.4,217.5,9,101.2,73.5,0,1
16626,16626,Tre Mason,LA,RB,226.3,201.3,8,37.8,19.2,1,0
5002,5002,Reggie Wayne,,WR,226.5,218.6,,99.1,,1,1
3388,3388,Matt Bryant,ATL,K,226.6,226.1,11,76.6,126.2,0,1
12508,12508,Shaun Suisham,PIT,K,227.5,221.7,8,151,0,1,1
4354,4354,Nick Novak,HOU,K,227.7,219.8,9,98,125.1,0,1
1410,1410,Robbie Gould,CHI,K,228.2,229.8,9,158.9,129.6,0,1
14269,14269,Alfred Morris,DAL,RB,228.8,220.9,7,97.6,62.1,0,0
16855,16855,Ty Montgomery,GB,WR,228.9,386.6,4,30.4,45.3,1,1
5714,5714,Phil Dawson,SF,K,229.7,207.4,8,110.4,103.7,1,1
8532,8532,Kenny Britt,LA,WR,229.9,222,8,97,107.7,2,1
7034,7034,Kevin Kolb,,QB,231,223.1,,95.5,,1,1
12323,12323,Joique Bell,,RB,232.2,224.3,,94.3,,1,1
IND,14,Indianapolis Colts,IND,DEF,233.1,29.8,10,136.4,122.8,1,1
16326,16326,Seth Roberts,OAK,WR,233.3,225.4,10,90.2,68.9,0,1
TB,95,Tampa Bay Buccaneers,TB,DEF,234.2,30.9,6,110.4,115,0,1
14141,14141,Cole Beasley,DAL,WR,234.4,226.5,7,89.7,83.2,0,1
ATL,2,Atlanta Falcons,ATL,DEF,235.3,33.1,11,102.6,102.6,0,1
13961,13961,Randy Bullock,,K,235.5,227.7,,89,,1,1
CLE,8,Cleveland Browns,CLE,DEF,236.4,35.4,13,92.4,93.5,0,1
15261,15261,Spencer Ware,KC,RB,236.7,228.8,5,86.6,76.6,1,0
TEN,34,Tennessee Titans,TEN,DEF,237.6,36.5,13,89,111.6,0,1
5094,5094,Marques Colston,,WR,237.8,229.9,,85.7,0,1,1
NO,69,New Orleans Saints,NO,DEF,238.7,37.6,5,85.7,110.4,0,1
SD,84,San Diego Chargers,SD,DEF,238.7,37.6,11,85.7,115,0,1
2429,2429,Andre Johnson,,WR,238.9,231,,83.7,0,1,1
17151,17151,Andrew Franks,MIA,K,240.1,232.2,8,83.4,100.3,1,1
SF,93,San Francisco 49ers,SF,DEF,241,42.1,8,68.7,102.6,0,1
12536,12536,Andre Brown,,RB,241.2,233.3,,82.8,,1,1
8750,8750,Ryan Succop,TEN,K,242.3,234.4,13,82.3,90.2,1,1
16553,16553,Corey Brown,CAR,WR,243.4,235.5,7,81.7,60.7,0,1
7711,7711,Malcom Floyd,,WR,244.6,236.7,,81.3,0,1,1
852,852,Jacob Tamme,ATL,TE,245.7,237.8,11,80.8,64,0,1
14871,14871,Robert Woods,BUF,WR,246.8,238.9,10,80.2,89,0,1
12771,12771,Ryan Mallett,BAL,QB,247.9,240.1,8,79.9,,1,1
12386,12386,Marshawn Lynch,,RB,249.1,241.2,,78.6,0,1,1
1810,1810,Owen Daniels,,TE,249.1,241.2,,78.6,0,1,1
4104,4104,Jerricho Cotchery,,WR,251.3,243.4,,76.7,,1,1
14740,14740,Kai Forbath,NO,K,252.4,244.6,5,76.6,40.6,1,1
8664,8664,Tiquan Underwood,,WR,252.4,244.6,,76.6,,1,1
7635,7635,Heath Miller,,TE,254.7,247.9,,76.3,0,1,1
13557,13557,Ben Tate,,RB,255.8,249.1,,75.5,,1,1
8723,8723,Matt Cassel,TEN,QB,257,250.2,13,75.3,0,1,1
13910,13910,Brandon Weeden,HOU,QB,258.1,251.3,9,74.9,,1,1
4738,4738,Mike Tolbert,CAR,RB,259.2,253.6,7,73.3,65.5,0,0
13117,13117,Dwayne Harris,NYG,WR,260.3,254.7,8,73,57.4,1,0
16728,16728,Dontrelle Inman,SD,WR,261.5,255.8,11,72.8,67.8,0,1
8330,8330,Brian Hartline,,WR,262.6,257,,72.5,0,0,1
15085,15085,Joseph Randle,,RB,263.7,258.1,,72.1,,1,1
12925,12925,Jake Locker,,QB,264.8,259.2,,72,,1,1
2065,2065,Kevin Walter,,WR,266,260.3,,71.9,,1,1
17754,17754,Will Tye,NYG,TE,267.1,261.5,8,70.3,75.5,0,1
11694,11694,Nick Folk,NYJ,K,268.2,262.6,11,69.9,109.3,1,1
15196,15196,Kenny Stills,MIA,WR,268.2,262.6,8,69.9,59.4,0,1
5412,5412,Jason Snelling,,RB,268.2,262.6,,69.9,,1,1
1181,1181,Martellus Bennett,NE,TE,271.6,266,9,69.8,78.8,0,1
11220,11220,Dexter McCluster,TEN,RB,272.7,267.1,13,68.4,37.3,0,0
16308,16308,Albert Wilson,KC,WR,273.9,268.2,5,67.3,79.5,0,1
14719,14719,Jonathan Grimes,HOU,RB,275,269.4,9,67.1,56.8,0,0
5511,5511,Brent Celek,PHI,TE,276.1,270.5,4,65.1,45.8,0,1
14828,14828,Chris Hogan,NE,WR,277.2,271.6,9,64.9,66.2,0,1
204,204,Roddy White,,WR,278.4,272.7,,63.8,,1,1
14901,14901,Kyle Juszczyk,BAL,RB,279.5,273.9,8,63.6,37.8,0,1
13735,13735,Chris Polk,,RB,280.6,275,,63.5,,1,1
6768,6768,Lance Moore,,WR,281.8,276.1,,62.8,,1,1
16116,16116,AJ McCarron,CIN,QB,282.9,277.2,9,62.3,,1,1
11792,11792,Arian Foster,,RB,284,278.4,,62,0,1,1
13170,13170,Niles Paul,WAS,TE,285.1,279.5,9,61.6,,1,1
11463,11463,Brandon LaFell,CIN,WR,286.3,281.8,9,59.1,70.9,0,1
15118,15118,Marquess Wilson,CHI,WR,286.3,281.8,9,59.1,68.5,0,1
244,244,Dallas Clark,,TE,288.5,284,,58.9,,1,1
11982,11982,Nate Burleson,,WR,289.6,285.1,,57.8,,1,1
13158,13158,Shaun Draughn,SF,RB,290.8,286.3,8,57.4,78,1,1
