StadiumDetails/StadiumID,StadiumDetails/Name,StadiumDetails/City,StadiumDetails/State,StadiumDetails/Country,StadiumDetails/Capacity,StadiumDetails/PlayingSurface,StadiumDetails/GeoLat,StadiumDetails/GeoLong,GameKey,SeasonType,Season,Week,Date,AwayTeam,HomeTeam,Channel,PointSpread,OverUnder,StadiumID,GeoLat,GeoLong,ForecastTempLow,ForecastTempHigh,ForecastDescription,ForecastWindChill,ForecastWindSpeed,AwayTeamMoneyLine,HomeTeamMoneyLine,StadiumDetails
12,LP Field,Nashville,TN,USA,6914,Grass,36.166441,-86.771253,201611034,1,2016,10,2016-11-13T13:00:00,GB,TEN,,,,12,,,,,,,,,,
19,FedEx Field,Landover,MD,USA,85000,Grass,38.907652,-76.864479,201611035,1,2016,10,2016-11-13T13:00:00,MIN,WAS,,,,19,,,,,,,,,,
24,Raymond James Stadium,Tampa Bay,FL,USA,65890,Grass,27.975967,-82.50335,201611033,1,2016,10,2016-11-13T13:00:00,CHI,TB,,,,24,,,,,,,,,,
26,Bank of America Stadium,Charlotte,NC,USA,73778,Grass,35.225808,-80.852861,201611005,1,2016,10,2016-11-13T13:00:00,KC,CAR,,,,26,,,,,,,,,,
18,Lincoln Financial Field,Philadelphia,PA,USA,68532,Grass,39.900771,-75.167469,201611026,1,2016,10,2016-11-13T13:00:00,ATL,PHI,,,,18,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611024,1,2016,10,2016-11-13T13:00:00,LA,NYJ,,,,3,,,,,,,,,,
27,Mercedes-Benz Superdome,New Orleans,LA,USA,73208,Dome,29.950931,-90.081364,201611022,1,2016,10,2016-11-13T13:00:00,DEN,NO,,,,27,,,,,,,,,,
10,EverBank Field,Jacksonville,FL,USA,67246,Artificial,30.323813,-81.637199,201611015,1,2016,10,2016-11-13T13:00:00,HOU,JAX,,,,10,,,,,,,,,,
14,Qualcomm Stadium,San Diego,CA,USA,70561,Grass,32.783188,-117.119439,201611029,1,2016,10,2016-11-13T16:05:00,MIA,SD,,,,14,,,,,,,,,,
8,Heinz Field,Pittsburgh,PA,USA,65050,Grass,40.446751,-80.015707,201611028,1,2016,10,2016-11-13T16:25:00,DAL,PIT,,,,8,,,,,,,,,,
29,University of Phoenix Stadium,Glendale,AZ,USA,63400,Dome,33.527558,-112.263036,201611001,1,2016,10,2016-11-13T16:25:00,SF,ARI,,,,29,,,,,,,,,,
4,Gillette Stadium,Foxborough,MA,USA,68756,Grass,42.090866,-71.264244,201611021,1,2016,10,2016-11-13T20:30:00,SEA,NE,,,,4,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611023,1,2016,10,2016-11-14T20:30:00,CIN,NYG,,,,3,,,,,,,,,,
,,,,,,,,,,1,2016,11,,BYE,ATL,,,,,,,,,,,1,,,
,,,,,,,,,,1,2016,11,,BYE,DEN,,,,,,,,,,,1,,,
,,,,,,,,,,1,2016,11,,BYE,NYJ,,,,,,,,,,,1,,,
,,,,,,,,,,1,2016,11,,BYE,SD,,,,,,,,,,,1,,,
26,Bank of America Stadium,Charlotte,NC,USA,73778,Grass,35.225808,-80.852861,201611105,1,2016,11,2016-11-17T20:25:00,NO,CAR,,,,26,,,,,,,,,,
6,FirstEnergy Stadium,Cleveland,OH,USA,71516,Artificial,41.505885,-81.699458,201611108,1,2016,11,2016-11-20T13:00:00,PIT,CLE,,,,6,,,,,,,,,,
17,AT&T Stadium,Arlington,TX,USA,80000,Dome,32.747778,-97.092778,201611109,1,2016,11,2016-11-20T13:00:00,BAL,DAL,,,,17,,,,,,,,,,
21,Ford Field,Detroit,MI,USA,65000,Dome,42.340021,-83.045777,201611111,1,2016,11,2016-11-20T13:00:00,JAX,DET,,,,21,,,,,,,,,,
9,Lucas Oil Stadium,Indianapolis,IN,USA,67000,Dome,39.760056,-86.163806,201611114,1,2016,11,2016-11-20T13:00:00,TEN,IND,,,,9,,,,,,,,,,
5,Paul Brown Stadium,Cincinnati,OH,USA,65535,Artificial,39.095309,-84.516003,201611107,1,2016,11,2016-11-20T13:00:00,BUF,CIN,,,,5,,,,,,,,,,
15,Arrowhead Stadium,Kansas City,MO,USA,76416,Grass,39.049002,-94.483864,201611116,1,2016,11,2016-11-20T13:00:00,TB,KC,,,,15,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611123,1,2016,11,2016-11-20T13:00:00,CHI,NYG,,,,3,,,,,,,,,,
36,TCF Bank Stadium,Minneapolis,MN,USA,50805,,44.976,-93.225,201611120,1,2016,11,2016-11-20T13:00:00,ARI,MIN,,,,36,,,,,,,,,,
38,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,93607,Grass,34.014167,-118.287778,201611132,1,2016,11,2016-11-20T16:05:00,MIA,LA,,,,38,,,,,,,,,,
37,Levi's Stadium,Santa Clara,CA,USA,68500,,37.404108,-121.970274,201611131,1,2016,11,2016-11-20T16:25:00,NE,SF,,,,37,,,,,,,,,,
31,CenturyLink Field,Seattle,WA,USA,67000,Artificial,47.595153,-122.331625,201611130,1,2016,11,2016-11-20T16:25:00,PHI,SEA,,,,31,,,,,,,,,,
19,FedEx Field,Landover,MD,USA,85000,Grass,38.907652,-76.864479,201611135,1,2016,11,2016-11-20T20:30:00,GB,WAS,,,,19,,,,,,,,,,
16,O.co Coliseum,Oakland,CA,USA,53200,Grass,37.751613,-122.200509,201611125,1,2016,11,2016-11-21T20:30:00,HOU,OAK,,,,16,,,,,,,,,,
21,Ford Field,Detroit,MI,USA,65000,Dome,42.340021,-83.045777,201611211,1,2016,12,2016-11-24T12:30:00,MIN,DET,,,,21,,,,,,,,,,
17,AT&T Stadium,Arlington,TX,USA,80000,Dome,32.747778,-97.092778,201611209,1,2016,12,2016-11-24T16:30:00,WAS,DAL,,,,17,,,,,,,,,,
9,Lucas Oil Stadium,Indianapolis,IN,USA,67000,Dome,39.760056,-86.163806,201611214,1,2016,12,2016-11-24T20:30:00,PIT,IND,,,,9,,,,,,,,,,
20,Soldier Field,Chicago,IL,USA,61500,Grass,41.86232,-87.616699,201611206,1,2016,12,2016-11-27T13:00:00,TEN,CHI,,,,20,,,,,,,,,,
1,Ralph Wilson Stadium,Orchard Park,NY,USA,73079,Artificial,42.773758,-78.786837,201611204,1,2016,12,2016-11-27T13:00:00,JAX,BUF,,,,1,,,,,,,,,,
7,M&T Bank Stadium,Baltimore,MD,USA,71008,Artificial,39.277985,-76.622788,201611203,1,2016,12,2016-11-27T13:00:00,CIN,BAL,,,,7,,,,,,,,,,
25,Georgia Dome,Atlanta,GA,USA,74228,Dome,33.757614,-84.400972,201611202,1,2016,12,2016-11-27T13:00:00,ARI,ATL,,,,25,,,,,,,,,,
6,FirstEnergy Stadium,Cleveland,OH,USA,71516,Artificial,41.505885,-81.699458,201611208,1,2016,12,2016-11-27T13:00:00,NYG,CLE,,,,6,,,,,,,,,,
27,Mercedes-Benz Superdome,New Orleans,LA,USA,73208,Dome,29.950931,-90.081364,201611222,1,2016,12,2016-11-27T13:00:00,LA,NO,,,,27,,,,,,,,,,
2,Sun Life Stadium,Miami Gardens,FL,USA,76100,Grass,25.95774,-80.238781,201611219,1,2016,12,2016-11-27T13:00:00,SF,MIA,,,,2,,,,,,,,,,
11,Reliant Stadium,Houston,TX,USA,71054,Dome,29.684543,-95.410932,201611213,1,2016,12,2016-11-27T13:00:00,SD,HOU,,,,11,,,,,,,,,,
24,Raymond James Stadium,Tampa Bay,FL,USA,65890,Grass,27.975967,-82.50335,201611233,1,2016,12,2016-11-27T16:05:00,SEA,TB,,,,24,,,,,,,,,,
16,O.co Coliseum,Oakland,CA,USA,53200,Grass,37.751613,-122.200509,201611225,1,2016,12,2016-11-27T16:25:00,CAR,OAK,,,,16,,,,,,,,,,
13,Sports Authority Field at Mile High,Denver,CO,USA,76125,Grass,39.743936,-105.020097,201611210,1,2016,12,2016-11-27T16:25:00,KC,DEN,,,,13,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611224,1,2016,12,2016-11-27T20:30:00,NE,NYJ,,,,3,,,,,,,,,,
18,Lincoln Financial Field,Philadelphia,PA,USA,68532,Grass,39.900771,-75.167469,201611226,1,2016,12,2016-11-28T20:30:00,GB,PHI,,,,18,,,,,,,,,,
,,,,,,,,,,1,2016,13,,BYE,CLE,,,,,,,,,,,1,,,
,,,,,,,,,,1,2016,13,,BYE,TEN,,,,,,,,,,,1,,,
36,TCF Bank Stadium,Minneapolis,MN,USA,50805,,44.976,-93.225,201611320,1,2016,13,2016-12-01T20:25:00,DAL,MIN,,,,36,,,,,,,,,,
25,Georgia Dome,Atlanta,GA,USA,74228,Dome,33.757614,-84.400972,201611302,1,2016,13,2016-12-04T13:00:00,KC,ATL,,,,25,,,,,,,,,,
27,Mercedes-Benz Superdome,New Orleans,LA,USA,73208,Dome,29.950931,-90.081364,201611322,1,2016,13,2016-12-04T13:00:00,DET,NO,,,,27,,,,,,,,,,
4,Gillette Stadium,Foxborough,MA,USA,68756,Grass,42.090866,-71.264244,201611321,1,2016,13,2016-12-04T13:00:00,LA,NE,,,,4,,,,,,,,,,
10,EverBank Field,Jacksonville,FL,USA,67246,Artificial,30.323813,-81.637199,201611315,1,2016,13,2016-12-04T13:00:00,DEN,JAX,,,,10,,,,,,,,,,
22,Lambeau Field,Green Bay,WI,USA,80750,Grass,44.501389,-88.061944,201611312,1,2016,13,2016-12-04T13:00:00,HOU,GB,,,,22,,,,,,,,,,
5,Paul Brown Stadium,Cincinnati,OH,USA,65535,Artificial,39.095309,-84.516003,201611307,1,2016,13,2016-12-04T13:00:00,PHI,CIN,,,,5,,,,,,,,,,
7,M&T Bank Stadium,Baltimore,MD,USA,71008,Artificial,39.277985,-76.622788,201611303,1,2016,13,2016-12-04T13:00:00,MIA,BAL,,,,7,,,,,,,,,,
20,Soldier Field,Chicago,IL,USA,61500,Grass,41.86232,-87.616699,201611306,1,2016,13,2016-12-04T13:00:00,SF,CHI,,,,20,,,,,,,,,,
16,O.co Coliseum,Oakland,CA,USA,53200,Grass,37.751613,-122.200509,201611325,1,2016,13,2016-12-04T16:05:00,BUF,OAK,,,,16,,,,,,,,,,
8,Heinz Field,Pittsburgh,PA,USA,65050,Grass,40.446751,-80.015707,201611328,1,2016,13,2016-12-04T16:25:00,NYG,PIT,,,,8,,,,,,,,,,
29,University of Phoenix Stadium,Glendale,AZ,USA,63400,Dome,33.527558,-112.263036,201611301,1,2016,13,2016-12-04T16:25:00,WAS,ARI,,,,29,,,,,,,,,,
14,Qualcomm Stadium,San Diego,CA,USA,70561,Grass,32.783188,-117.119439,201611329,1,2016,13,2016-12-04T16:25:00,TB,SD,,,,14,,,,,,,,,,
31,CenturyLink Field,Seattle,WA,USA,67000,Artificial,47.595153,-122.331625,201611330,1,2016,13,2016-12-04T20:30:00,CAR,SEA,,,,31,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611324,1,2016,13,2016-12-05T20:30:00,IND,NYJ,,,,3,,,,,,,,,,
15,Arrowhead Stadium,Kansas City,MO,USA,76416,Grass,39.049002,-94.483864,201611416,1,2016,14,2016-12-08T20:25:00,OAK,KC,,,,15,,,,,,,,,,
1,Ralph Wilson Stadium,Orchard Park,NY,USA,73079,Artificial,42.773758,-78.786837,201611404,1,2016,14,2016-12-11T13:00:00,PIT,BUF,,,,1,,,,,,,,,,
12,LP Field,Nashville,TN,USA,6914,Grass,36.166441,-86.771253,201611434,1,2016,14,2016-12-11T13:00:00,DEN,TEN,,,,12,,,,,,,,,,
24,Raymond James Stadium,Tampa Bay,FL,USA,65890,Grass,27.975967,-82.50335,201611433,1,2016,14,2016-12-11T13:00:00,NO,TB,,,,24,,,,,,,,,,
18,Lincoln Financial Field,Philadelphia,PA,USA,68532,Grass,39.900771,-75.167469,201611426,1,2016,14,2016-12-11T13:00:00,WAS,PHI,,,,18,,,,,,,,,,
2,Sun Life Stadium,Miami Gardens,FL,USA,76100,Grass,25.95774,-80.238781,201611419,1,2016,14,2016-12-11T13:00:00,ARI,MIA,,,,2,,,,,,,,,,
26,Bank of America Stadium,Charlotte,NC,USA,73778,Grass,35.225808,-80.852861,201611405,1,2016,14,2016-12-11T13:00:00,SD,CAR,,,,26,,,,,,,,,,
6,FirstEnergy Stadium,Cleveland,OH,USA,71516,Artificial,41.505885,-81.699458,201611408,1,2016,14,2016-12-11T13:00:00,CIN,CLE,,,,6,,,,,,,,,,
21,Ford Field,Detroit,MI,USA,65000,Dome,42.340021,-83.045777,201611411,1,2016,14,2016-12-11T13:00:00,CHI,DET,,,,21,,,,,,,,,,
9,Lucas Oil Stadium,Indianapolis,IN,USA,67000,Dome,39.760056,-86.163806,201611414,1,2016,14,2016-12-11T13:00:00,HOU,IND,,,,9,,,,,,,,,,
10,EverBank Field,Jacksonville,FL,USA,67246,Artificial,30.323813,-81.637199,201611415,1,2016,14,2016-12-11T13:00:00,MIN,JAX,,,,10,,,,,,,,,,
37,Levi's Stadium,Santa Clara,CA,USA,68500,,37.404108,-121.970274,201611431,1,2016,14,2016-12-11T16:05:00,NYJ,SF,,,,37,,,,,,,,,,
38,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,93607,Grass,34.014167,-118.287778,201611432,1,2016,14,2016-12-11T16:25:00,ATL,LA,,,,38,,,,,,,,,,
22,Lambeau Field,Green Bay,WI,USA,80750,Grass,44.501389,-88.061944,201611412,1,2016,14,2016-12-11T16:25:00,SEA,GB,,,,22,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611423,1,2016,14,2016-12-11T20:30:00,DAL,NYG,,,,3,,,,,,,,,,
4,Gillette Stadium,Foxborough,MA,USA,68756,Grass,42.090866,-71.264244,201611421,1,2016,14,2016-12-12T20:30:00,BAL,NE,,,,4,,,,,,,,,,
31,CenturyLink Field,Seattle,WA,USA,67000,Artificial,47.595153,-122.331625,201611530,1,2016,15,2016-12-15T20:25:00,LA,SEA,,,,31,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611524,1,2016,15,2016-12-17T20:25:00,MIA,NYJ,,,,3,,,,,,,,,,
20,Soldier Field,Chicago,IL,USA,61500,Grass,41.86232,-87.616699,201611506,1,2016,15,2016-12-18T13:00:00,GB,CHI,,,,20,,,,,,,,,,
17,AT&T Stadium,Arlington,TX,USA,80000,Dome,32.747778,-97.092778,201611509,1,2016,15,2016-12-18T13:00:00,TB,DAL,,,,17,,,,,,,,,,
11,Reliant Stadium,Houston,TX,USA,71054,Dome,29.684543,-95.410932,201611513,1,2016,15,2016-12-18T13:00:00,JAX,HOU,,,,11,,,,,,,,,,
1,Ralph Wilson Stadium,Orchard Park,NY,USA,73079,Artificial,42.773758,-78.786837,201611504,1,2016,15,2016-12-18T13:00:00,CLE,BUF,,,,1,,,,,,,,,,
7,M&T Bank Stadium,Baltimore,MD,USA,71008,Artificial,39.277985,-76.622788,201611503,1,2016,15,2016-12-18T13:00:00,PHI,BAL,,,,7,,,,,,,,,,
15,Arrowhead Stadium,Kansas City,MO,USA,76416,Grass,39.049002,-94.483864,201611516,1,2016,15,2016-12-18T13:00:00,TEN,KC,,,,15,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611523,1,2016,15,2016-12-18T13:00:00,DET,NYG,,,,3,,,,,,,,,,
36,TCF Bank Stadium,Minneapolis,MN,USA,50805,,44.976,-93.225,201611520,1,2016,15,2016-12-18T13:00:00,IND,MIN,,,,36,,,,,,,,,,
29,University of Phoenix Stadium,Glendale,AZ,USA,63400,Dome,33.527558,-112.263036,201611501,1,2016,15,2016-12-18T16:05:00,NO,ARI,,,,29,,,,,,,,,,
25,Georgia Dome,Atlanta,GA,USA,74228,Dome,33.757614,-84.400972,201611502,1,2016,15,2016-12-18T16:05:00,SF,ATL,,,,25,,,,,,,,,,
13,Sports Authority Field at Mile High,Denver,CO,USA,76125,Grass,39.743936,-105.020097,201611510,1,2016,15,2016-12-18T16:25:00,NE,DEN,,,,13,,,,,,,,,,
14,Qualcomm Stadium,San Diego,CA,USA,70561,Grass,32.783188,-117.119439,201611529,1,2016,15,2016-12-18T16:25:00,OAK,SD,,,,14,,,,,,,,,,
5,Paul Brown Stadium,Cincinnati,OH,USA,65535,Artificial,39.095309,-84.516003,201611507,1,2016,15,2016-12-18T20:30:00,PIT,CIN,,,,5,,,,,,,,,,
19,FedEx Field,Landover,MD,USA,85000,Grass,38.907652,-76.864479,201611535,1,2016,15,2016-12-19T20:30:00,CAR,WAS,,,,19,,,,,,,,,,
18,Lincoln Financial Field,Philadelphia,PA,USA,68532,Grass,39.900771,-75.167469,201611626,1,2016,16,2016-12-22T20:25:00,NYG,PHI,,,,18,,,,,,,,,,
1,Ralph Wilson Stadium,Orchard Park,NY,USA,73079,Artificial,42.773758,-78.786837,201611604,1,2016,16,2016-12-24T13:00:00,MIA,BUF,,,,1,,,,,,,,,,
27,Mercedes-Benz Superdome,New Orleans,LA,USA,73208,Dome,29.950931,-90.081364,201611622,1,2016,16,2016-12-24T13:00:00,TB,NO,,,,27,,,,,,,,,,
4,Gillette Stadium,Foxborough,MA,USA,68756,Grass,42.090866,-71.264244,201611621,1,2016,16,2016-12-24T13:00:00,NYJ,NE,,,,4,,,,,,,,,,
10,EverBank Field,Jacksonville,FL,USA,67246,Artificial,30.323813,-81.637199,201611615,1,2016,16,2016-12-24T13:00:00,TEN,JAX,,,,10,,,,,,,,,,
22,Lambeau Field,Green Bay,WI,USA,80750,Grass,44.501389,-88.061944,201611612,1,2016,16,2016-12-24T13:00:00,MIN,GB,,,,22,,,,,,,,,,
6,FirstEnergy Stadium,Cleveland,OH,USA,71516,Artificial,41.505885,-81.699458,201611608,1,2016,16,2016-12-24T13:00:00,SD,CLE,,,,6,,,,,,,,,,
20,Soldier Field,Chicago,IL,USA,61500,Grass,41.86232,-87.616699,201611606,1,2016,16,2016-12-24T13:00:00,WAS,CHI,,,,20,,,,,,,,,,
26,Bank of America Stadium,Charlotte,NC,USA,73778,Grass,35.225808,-80.852861,201611605,1,2016,16,2016-12-24T13:00:00,ATL,CAR,,,,26,,,,,,,,,,
16,O.co Coliseum,Oakland,CA,USA,53200,Grass,37.751613,-122.200509,201611625,1,2016,16,2016-12-24T16:05:00,IND,OAK,,,,16,,,,,,,,,,
31,CenturyLink Field,Seattle,WA,USA,67000,Artificial,47.595153,-122.331625,201611630,1,2016,16,2016-12-24T16:25:00,ARI,SEA,,,,31,,,,,,,,,,
38,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,93607,Grass,34.014167,-118.287778,201611632,1,2016,16,2016-12-24T16:25:00,SF,LA,,,,38,,,,,,,,,,
11,Reliant Stadium,Houston,TX,USA,71054,Dome,29.684543,-95.410932,201611613,1,2016,16,2016-12-24T20:25:00,CIN,HOU,,,,11,,,,,,,,,,
8,Heinz Field,Pittsburgh,PA,USA,65050,Grass,40.446751,-80.015707,201611628,1,2016,16,2016-12-25T16:30:00,BAL,PIT,,,,8,,,,,,,,,,
15,Arrowhead Stadium,Kansas City,MO,USA,76416,Grass,39.049002,-94.483864,201611616,1,2016,16,2016-12-25T20:30:00,DEN,KC,,,,15,,,,,,,,,,
17,AT&T Stadium,Arlington,TX,USA,80000,Dome,32.747778,-97.092778,201611609,1,2016,16,2016-12-26T20:30:00,DET,DAL,,,,17,,,,,,,,,,
25,Georgia Dome,Atlanta,GA,USA,74228,Dome,33.757614,-84.400972,201611702,1,2016,17,2017-01-01T13:00:00,NO,ATL,,,,25,,,,,,,,,,
5,Paul Brown Stadium,Cincinnati,OH,USA,65535,Artificial,39.095309,-84.516003,201611707,1,2016,17,2017-01-01T13:00:00,BAL,CIN,,,,5,,,,,,,,,,
19,FedEx Field,Landover,MD,USA,85000,Grass,38.907652,-76.864479,201611735,1,2016,17,2017-01-01T13:00:00,NYG,WAS,,,,19,,,,,,,,,,
12,LP Field,Nashville,TN,USA,6914,Grass,36.166441,-86.771253,201611734,1,2016,17,2017-01-01T13:00:00,HOU,TEN,,,,12,,,,,,,,,,
24,Raymond James Stadium,Tampa Bay,FL,USA,65890,Grass,27.975967,-82.50335,201611733,1,2016,17,2017-01-01T13:00:00,CAR,TB,,,,24,,,,,,,,,,
21,Ford Field,Detroit,MI,USA,65000,Dome,42.340021,-83.045777,201611711,1,2016,17,2017-01-01T13:00:00,GB,DET,,,,21,,,,,,,,,,
9,Lucas Oil Stadium,Indianapolis,IN,USA,67000,Dome,39.760056,-86.163806,201611714,1,2016,17,2017-01-01T13:00:00,JAX,IND,,,,9,,,,,,,,,,
2,Sun Life Stadium,Miami Gardens,FL,USA,76100,Grass,25.95774,-80.238781,201611719,1,2016,17,2017-01-01T13:00:00,NE,MIA,,,,2,,,,,,,,,,
36,TCF Bank Stadium,Minneapolis,MN,USA,50805,,44.976,-93.225,201611720,1,2016,17,2017-01-01T13:00:00,CHI,MIN,,,,36,,,,,,,,,,
3,MetLife Stadium,East Rutherford,NJ,USA,82500,Artificial,40.813611,-74.074444,201611724,1,2016,17,2017-01-01T13:00:00,BUF,NYJ,,,,3,,,,,,,,,,
18,Lincoln Financial Field,Philadelphia,PA,USA,68532,Grass,39.900771,-75.167469,201611726,1,2016,17,2017-01-01T13:00:00,DAL,PHI,,,,18,,,,,,,,,,
8,Heinz Field,Pittsburgh,PA,USA,65050,Grass,40.446751,-80.015707,201611728,1,2016,17,2017-01-01T13:00:00,CLE,PIT,,,,8,,,,,,,,,,
38,Los Angeles Memorial Coliseum,Los Angeles,CA,USA,93607,Grass,34.014167,-118.287778,201611732,1,2016,17,2017-01-01T16:25:00,ARI,LA,,,,38,,,,,,,,,,
13,Sports Authority Field at Mile High,Denver,CO,USA,76125,Grass,39.743936,-105.020097,201611710,1,2016,17,2017-01-01T16:25:00,OAK,DEN,,,,13,,,,,,,,,,
14,Qualcomm Stadium,San Diego,CA,USA,70561,Grass,32.783188,-117.119439,201611729,1,2016,17,2017-01-01T16:25:00,KC,SD,,,,14,,,,,,,,,,
37,Levi's Stadium,Santa Clara,CA,USA,68500,,37.404108,-121.970274,201611731,1,2016,17,2017-01-01T16:25:00,SEA,SF,,,,37,,,,,,,,,,
